bank,arch_seed,input_seed,m,g,readout,method,M,M_clip,N,N_clip,C1_curNL_x_oldLin,C2_oldNL,C3_old_x_old,C4_old3,V4_NLONG,null_q99,saturated_fraction,n_features
development,40000,45000,0.25,0.25,ALL,ridge,0.18353940278278552,0.18353940278278552,0.016275338319195105,0.019348761316342073,-0.0077855636652792255,-0.007511068590265758,-0.013485185486976014,-0.017164562409448584,-0.008468155327156704,0.0032905380568321865,0.0,17
development,40000,45000,0.25,0.25,ALL,ols_std,0.22943515405388565,0.22943515405388565,0.014931655737953483,0.01939361850062371,-0.0154389436998989,-0.014955780420894932,-0.02985635279722119,-0.02643340751973836,-0.015390293601686552,0.006993842893601714,0.0,17
development,40000,45000,0.25,0.25,CLS,ridge,0.0005160614517021798,0.002923871673007672,0.01030088357477199,0.010602188436346157,-0.000782390906660361,-0.0033103006240581775,-0.0023933561669127862,-0.0029669958931353374,5.561657245961582e-05,0.007067161807408274,0.0,8
development,40000,45000,0.25,0.25,CLS,ols_std,-0.0014259749362693125,0.003235510127896024,0.01075319905672234,0.012692804674515945,-0.0013190436505979564,-0.0068632090341944575,-0.007326557097470583,-0.008374047143283204,-0.0011875288127878858,0.006715939655470238,0.0,8
development,40000,45000,0.25,0.5,R,ridge,0.18590066659675153,0.18590066659675153,-0.0006437017643048012,0.0006297124981829993,-0.008380575637474666,-0.001464274503733043,-0.005339242508121044,-0.010811005664535689,-0.008570202384561335,0.002399129981551513,0.0,8
development,40000,45000,0.25,0.5,R,ols_std,0.23842013889300467,0.23842013889300467,-0.003939050843627445,0.00025548630405092254,-0.012907439672482665,-0.0031981320807489325,-0.015570206072954349,-0.014874984441706245,-0.011568800371072366,0.0037797796339581894,0.0,8
development,40000,45000,0.25,0.5,R,ols_raw,0.2384201388929814,0.2384201388929814,-0.0039390508436725575,0.0002554863040516997,-0.01290743967251253,-0.0031981320807634626,-0.015570206072964474,-0.014874984441681779,-0.011568800371121698,0.003779779633952345,0.0,8
development,40000,45000,0.25,0.5,P,ridge,-0.009254024582087541,0.0,0.08171058794732504,0.08171058794732504,-0.003478984668640994,-0.002362642459836209,-0.0016411598755668247,-0.002335012255842309,-0.0029525740759220507,0.0014985066600077313,0.0,1
development,40000,45000,0.25,0.5,P,ols_std,-0.009253784928765845,0.0,0.08170836686404111,0.08170836686404111,-0.0034804441196890725,-0.0023637793393880696,-0.0016423555889729896,-0.0023361796254998024,-0.0029533543530141926,0.0014988034851691457,0.0,1
development,40000,45000,0.25,0.5,P,ols_raw,-0.009253784928765845,0.0,0.08170836686404119,0.08170836686404119,-0.0034804441196890725,-0.0023637793393880696,-0.0016423555889729816,-0.0023361796254998007,-0.0029533543530141557,0.0014988034851691457,0.0,1
